Gene,Description,exo_K_I_normalized_values,exo_K_II_normalized_values,exo_K_III_normalized_values,exo_C_I_normalized_values,exo_C_II_normalized_values,exo_C_III_normalized_values,average_K,st_deviation_K,average_C,st_deviation_C
Rpl32,Large ribosomal subunit protein eL32,45.39713303057967,41.727763762996474,37.81900974119097,52.31968623099776,46.712896472803116,41.13224614494485,41.64796884492237,3.0942703576133193,46.72160961624857,4.56725744540473
Gtf2b,Transcription initiation factor IIB,0.6647577137767352,0.9927349707171532,1.0130410677677206,,0.831309670177557,,0.8901779174205364,0.15961158176954943,0.831309670177557,0.0
Rpl8,Large ribosomal subunit protein uL2,39.1039648123838,49.68908358409715,43.03116530416499,54.833841465827255,49.54834829421836,44.432074227018184,43.94140456688198,4.369026320921955,49.604754662354594,4.246691000560723
PPIA,Peptidyl-prolyl cis-trans isomerase A,0.25694259341938364,0.8463430796686897,0.9249171201355438,,,0.5846014803715782,0.6760675977412057,0.2980970724385456,0.5846014803715782,0.0
Ybx1,Y-box-binding protein 1,18.803290780118214,20.945388143577897,17.205524784646226,29.201150538882285,20.105850073982896,22.52925333545276,18.984734569447443,1.5321740267529522,23.94541798277265,3.8457998186713387
Pfn1,Profilin-1,49.37664440438825,67.7113324021489,59.04222025958815,73.40271661258468,60.66285202837622,62.32875384122927,58.710065688708426,7.488788998141345,65.46477416073007,5.6540254090475885
RPS27A,Ubiquitin-40S ribosomal protein S27a,107.28271302707012,98.63151912586633,93.05174390380682,105.07083035678727,76.2885545994661,92.05475161081591,99.65532535224776,5.854699248677728,91.13804552235642,11.768180600871249
Tra2b,Transformer-2 protein homolog beta,7.575797393830756,7.068379008672547,6.414085027545154,9.85924173826177,7.488401894780756,7.805119633871333,7.019420476682819,0.4755289047549513,8.38425442230462,1.050957727738378
Rac1,Ras-related C3 botulinum toxin substrate 1,3.270989652399706,3.684943935810444,2.6400357010177533,3.589494750033276,2.788670788426458,3.396148045566538,3.198656429742634,0.4296373479337834,3.2581045280087575,0.3411957052540409
Pafah1b1,Platelet-activating factor acetylhydrolase IB subunit beta,0.9244089029122546,0.9298519911375475,0.6727410338242004,1.2105713091827444,0.3992072538446736,0.885466503332643,0.842333975958001,0.11994090577879321,0.8317483554533537,0.33340879525725964
Rab3a,Ras-related protein Rab-3A,0.19375054142483028,0.520005556622866,0.5549553842354337,1.1151271761032042,0.1898504777899227,0.20019661854587154,0.42290382742771,0.1626628291425246,0.501724757479666,0.43376157509015645
Hspa8,Heat shock cognate 71 kDa protein,35.916943903945125,35.49260113306293,29.11266259868508,38.39484470674046,36.59702155950083,30.875236000065005,33.507402545231045,3.112375415993933,35.289034088768766,3.206166162576041
Vamp3,Vesicle-associated membrane protein 3,4.113028125215181,3.6850667807890014,2.675256792731961,4.9832702419155535,3.3918926351422236,2.5740024487167035,3.491117232912048,0.6027763108975555,3.64972177525816,1.0003331858122761
Tpt1,Translationally-controlled tumor protein,33.074970263282395,43.33403822951982,39.60845359439774,39.481380244851266,40.6435561754806,39.08409505703822,38.672487362399984,4.240215676476042,39.73634382579002,0.661681980857484
Dnaja1,DnaJ homolog subfamily A member 1,0.6323077081125984,0.26929000493443594,0.14515630014228884,0.12953098893314344,0.33447676726819825,0.038257418614693645,0.34891800439644105,0.20669556888590937,0.16742172493867846,0.12386351772672342
Hspd1,"60 kDa heat shock protein, mitochondrial",21.016622991730358,23.643663473200956,19.80026522801974,21.60281292364001,18.025343176068578,21.21543750698874,21.48685056431702,1.6039041939968588,20.28119786889911,1.602950451455187
Vamp2,Vesicle-associated membrane protein 2,0.33840120857128264,0.2441175088916771,0.021629502235127527,0.3458317206394124,0.022727958920387252,0.25058659321540677,0.20138273989936242,0.13280505473412196,0.2063820909250688,0.13555943032805087
Eif4e,Eukaryotic translation initiation factor 4E,2.8857872650216234,3.058343223897794,1.4849527308655568,4.337970990469313,1.4404355455168245,2.285829905633932,2.4763610732616583,0.7045621646409717,2.6880788138733567,1.216629511347877
Atp6v0c,V-type proton ATPase 16 kDa proteolipid subunit c,0.6018588086210384,0.07195197762297485,0.38349180518116194,0.10944893235328924,0.9020687893335856,0.4548355039827828,0.3524341971417251,0.21744538570631328,0.48878440855655253,0.3244749148097436
Mapk1,Mitogen-activated protein kinase 1,0.3805446067423217,0.19481604915047088,0.5788193056670423,0.3188875255930205,0.5860668138252543,0.4470184654714048,0.3847266538532783,0.15679656117054275,0.45065760162989327,0.10910583699343122
Ppp1cc,Isoform 2 of Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,0.31785955051188247,0.020355380448379985,0.13588795229195821,0.19994823337301137,0.35069607237336053,0.10211567473804227,0.15803429441740688,0.12246095473917777,0.2175866601614714,0.10224607277482474
Gnas,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,1.7570203364719315,2.4179141647361235,2.2586058031822227,3.9230266076974356,2.0413880215397957,1.9334708428797251,2.144513434796759,0.281611984181874,2.632628490705652,0.913512271260196
Ywhaz,14-3-3 protein zeta/delta,15.324414122802928,15.976365633584273,16.121169026977586,15.235514574064212,15.348249733052944,15.698001578414035,15.807316261121594,0.3465427939702984,15.427255295177064,0.1969009335224686
Crnkl1,Crooked neck-like protein 1,2.6655561904571505,1.976299628782299,2.0109904308227398,1.3456075288643274,2.380566614783121,,2.2176154166873965,0.31705842315535143,1.863087071823724,0.5174795429593967
Hmgb1,High mobility group protein B1,3.167933739596313,4.33103995082821,3.6781862407243935,5.253023237876387,3.686961850807399,5.099340230694889,3.7257199770496388,0.4760242337797049,4.679775106459558,0.7048230213432148
Dynll1,"Dynein light chain 1, cytoplasmic",,,,1.1022241174213223,1.15842552921936,,,,1.1303248233203411,0.028100705899018807
Eif5a,Eukaryotic translation initiation factor 5A-1,24.78709995646389,35.49761242821998,35.836773542703334,30.406274191418174,26.813319086007997,28.602085314402494,32.040495309129064,5.130793679470588,28.60722619727622,1.4668222839141771
Crip1,Cysteine-rich protein 1,,0.9180644467181598,0.613350536780073,0.04463971225416877,,0.2524652309475556,0.7657074917491165,0.1523569549690434,0.14855247160086216,0.1039127593466934
Actg1,"Actin, cytoplasmic 2",77.7620378175526,85.63785963294018,73.83365596930777,89.07276400680992,72.3744116867911,68.4590545799597,79.07785113993351,4.908043028719595,76.6354100911869,8.93861788851614
Actg2,"Actin, gamma-enteric smooth muscle",22.253159560951666,34.31701693653645,49.02074812265714,37.3451436737884,32.161473110818676,24.032215267149528,35.19697487338175,10.945522488827695,31.179610683918867,5.479145679093365
Rps17,Small ribosomal subunit protein eS17,26.568037804225224,42.65834697424449,35.17880008060516,35.55524641214833,29.812205064620827,37.06028721766808,34.80172828635829,6.57425025637722,34.142579564812415,3.123074813972285
UBE2I,SUMO-conjugating enzyme UBC9,1.0955827230503707,0.9638722180182482,,1.1499815359129482,1.452187291360613,1.1448854234894885,1.0297274705343096,0.06585525251606128,1.2490180835876832,0.1436773882250743
Rala,Ras-related protein Ral-A,0.022897133724714094,0.16751042155213086,0.16674503279274086,0.4613289213752885,0.3944649738702405,0.36053072292122884,0.11905086268986194,0.06799167179596623,0.4054415393889193,0.04187626969884325
Rps12,Small ribosomal subunit protein eS12,94.32665978640651,170.67081255469833,140.10907576254417,135.74876645266755,91.80471422435068,132.3221376328204,135.0355160345497,31.373164453209746,119.95853943661287,19.956850984548467
Rps10,Small ribosomal subunit protein eS10,127.50951172365232,166.9883068317229,147.38748182278184,137.72632783077805,126.3626065614019,158.90631851541434,147.29510012605235,16.117282992276174,140.99841763586477,13.485874726439942
Ppp3ca,Isoform 2 of Protein phosphatase 3 catalytic subunit alpha,1.6409610651686692,1.5841069601478703,1.1090900062135087,1.603750259083457,1.2116068641443913,1.2557251467099542,1.4447193438433494,0.23845808369999846,1.3570274233126007,0.17538666612610232
Ppp2ca,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,1.0370173544705585,0.7288865433514323,2.9923331698554447,2.1238480455861555,0.4436704277233768,0.6068604979369929,1.5860790225591452,1.0022970931087132,1.0581263237488416,0.7565182707866338
Phb1,Prohibitin 1,9.30731481604883,11.608188313292459,10.557108435497932,10.55271008321323,9.577415690834922,12.657141903076386,10.490870521613074,0.940494660096978,10.92908922570818,1.285152216605933
Csnk2b,Casein kinase II subunit beta,0.8279155310627918,0.47721406827844154,,0.9284926428373086,1.1215396290337254,0.5427787638710553,0.6525647996706166,0.17535073139217514,0.8642703452473631,0.2406025940449787
Rpl22,Large ribosomal subunit protein eL22,13.307138783565561,17.87803515046568,15.890183410982086,17.783978482499137,19.07778568283067,17.63357443994479,15.69178578167111,1.8713265550979856,18.165112868424867,0.6482715961800423
Ube2l3,Ubiquitin-conjugating enzyme E2 L3,7.651482337889076,11.620742550122337,10.826756662787666,10.556421311416264,8.409151269738278,11.048769371490925,10.03299385026636,1.7148957616544915,10.004780650881822,1.1460443547382795
Rack1,Small ribosomal subunit protein RACK1,66.33627327016154,72.24203720392674,56.93193892221189,102.73869972194211,110.32103828698993,54.57967558667609,65.17008313210006,6.304483956017648,89.21313786520271,24.6844147399035
Acta1,"Actin, alpha skeletal muscle",1.2829346641833312,0.8735265447605747,0.9357321903735679,1.4349904091075156,1.145976945618182,0.7104101830910153,1.0307311331058246,0.1801339342498695,1.0971258459389044,0.2978186791079842
Prkacb,cAMP-dependent protein kinase catalytic subunit beta,0.37252180137316443,1.0868092003154257,2.4136757750132256,1.0272878308762619,0.4618809294180893,1.0176220119628616,1.2910022589006054,0.8457140927080227,0.8355969240857375,0.2642865749101897
Ywhaq,14-3-3 protein theta,8.965839008576168,9.726707946154319,10.107926928886652,10.60774624087951,9.565244816186471,9.118689668939744,9.600157961205714,0.47476476873475687,9.763893575335242,0.6239221990722679
Tuba4a,Tubulin alpha-4A chain,83.83254160363926,96.76782593165525,84.9224303778394,119.0759364770806,106.64393184795082,88.33729629367006,88.50759930437796,5.857785266094877,104.68572153956717,12.625158501716333
Tuba1a,Tubulin alpha-1A chain,56.16924926310691,54.871055264527236,54.81470698553909,80.07907564642635,56.05545865546299,55.62109088445277,55.28500383772441,0.6256789705957523,63.9185417287807,11.428598958100816
Tubb4b,Tubulin beta-4B chain,16.792827675860337,0.5930708574873614,1.0025944960438016,9.513638860545061,10.142001853892618,1.458553048238328,6.129497676463834,7.5419662515666825,7.03806458755867,3.9536415092847257
Tuba1c,Tubulin alpha-1C chain,,,,,,,,,,
H3c1,Histone H3.1,0.34004380821011054,0.26683684271050806,0.2878289246582277,0.9637680122555156,0.5764937343238989,0.7601280421884957,0.2982365251929488,0.030779360628866673,0.7667965962559701,0.15817436327647386
Ywhah,14-3-3 protein eta,2.963513797170597,3.1749630819153234,2.5352567787217946,4.177922255486181,3.175179010356478,2.648184997692857,2.8912445526025716,0.2661117201091897,3.3337620878451717,0.6345000466612006
HBB,Hemoglobin subunit beta,0.8433243290219257,0.6245867204870666,0.44041153151902196,0.4518247534140794,1.0410613731147345,1.0422203358297804,0.6361075270093381,0.1646900671667778,0.8450354874528646,0.2780423790493504
HBA2,Hemoglobin subunit alpha,1.6986308615485084,2.974226912257178,3.453260800106601,5.404039864081838,1.8843525030129775,1.8537568105590256,2.708706191304096,0.7405212107080065,3.0473830592179474,1.6664548190760424
Sbds,Ribosome maturation protein SBDS,0.024784346325308085,0.015416476082269703,0.38805351541153354,0.015542423456564295,0.35621698611841435,0.06367860055589755,0.14275144593970376,0.17349691296695435,0.14514600337695874,0.1505379081893051
Serpinb5,Serpin B5,0.9805389287229481,0.8207617503375028,,,,,0.9006503395302254,0.07988858919272268,,
Smpdl3a,Acid sphingomyelinase-like phosphodiesterase 3a,0.7386812362700216,0.6579912275360854,,0.8215860794510974,0.842987696712505,0.7391241394906629,0.6983362319030535,0.040345004366968085,0.8012326385514218,0.044778019511334324
Kpnb1,Importin subunit beta-1,3.52025817357136,5.369080344629563,5.683981312617175,5.4065892743696145,3.835080715877355,6.531841928003395,4.857773276939366,0.9544634247272233,5.257837306083455,1.1059613072974515
Kifap3,Isoform KAP3B of Kinesin-associated protein 3,,,,1.3074160513882045,,1.3118688375290295,,,1.309642444458617,0.0022263930704125023
Psmb7,Proteasome subunit beta type-7,3.5079091061548056,3.8385359075466092,3.7411312726920913,2.6471044135159634,2.314596149698291,4.5225294307271335,3.6958587621311687,0.1387220737277968,3.161409997980462,0.971982516655941
Traf6,TNF receptor-associated factor 6,1.0424529821124342,1.5109456988308783,,1.0312993649471622,,1.3119563852555982,1.2766993404716562,0.23424635835922203,1.1716278751013802,0.140328510154218
Lxn,Latexin,0.3613524847790211,1.8034929799700778,0.9785105838635724,0.9405072677249983,0.6654417891053236,0.7038242137380559,1.047785349537557,0.5907856615484535,0.7699244235227926,0.12163382940135617
Itpr3,"Inositol 1,4,5-trisphosphate receptor type 3",1.10743104191239,0.8018517970554806,1.0193220433703387,0.7195238155069327,0.8008524179186239,0.9125432331582407,0.9762016274460699,0.1284242874847309,0.8109731555279325,0.07912414673549356
Ebp,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",0.7932043131845555,2.244901474346109,1.726559765463585,2.5863810974001664,1.4957122002693422,1.212588729192356,1.5882218509980832,0.6006713998325134,1.764894008953955,0.592267114474286
Pfkfb2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",0.22838215597033326,0.9555281840910651,0.8338395803239042,0.3565222542394159,0.1924472157767553,0.8886800902740929,0.6725833067951008,0.31800212354347174,0.4792165200967547,0.29718172446996116
Pkn1,Serine/threonine-protein kinase N1,0.7255277781479827,0.5648693877576886,0.8788619199236477,0.507806159934685,0.6041551077938393,0.7199261390846186,0.7230863619431064,0.12819853860012548,0.6106291356043809,0.08671853383489525
Surf6,Surfeit locus protein 6,1.0749515633017253,0.9082077621224635,0.6239890789195017,0.9859784210652285,,0.8346693201572981,0.8690494681145635,0.18617522135925904,0.9103238706112633,0.07565455045396519
Vamp7,Vesicle-associated membrane protein 7,0.8666368883010033,0.9498899733099785,0.7599248992805235,,0.947908583208196,,0.8588172536305018,0.07774977964615787,0.947908583208196,0.0
Hdac2,Histone deacetylase 2,0.9952135268468973,0.4812570655158757,0.5650754723780618,0.5897992710036702,0.5793996564482871,0.06883751285867336,0.6805153549136116,0.22514082392411294,0.41267881343687685,0.2431695814079933
Mpp1,55 kDa erythrocyte membrane protein,1.1377434745813535,0.2512953279893494,0.7057868136779386,1.1311199049382947,0.8535982732936314,0.701204088482065,0.6982752054162139,0.36192991710468664,0.895307422237997,0.1779731105889391
Aup1,Lipid droplet-regulating VLDL assembly factor AUP1,0.11555699565305284,0.039815260001478434,0.1757084260177199,0.36375381979535515,0.014331005447645378,0.09898277918107291,0.11036022722408373,0.055599717889318404,0.15902253480802447,0.14883470694806944
Pebp1,Phosphatidylethanolamine-binding protein 1,4.361924312695884,3.4230403914451992,3.1147343909815617,6.331120173025274,6.314344517365323,3.2992713276910277,3.6332330317075487,0.5304126599304781,5.314912006027208,1.425289646300793
Stam,Signal transducing adapter molecule 1,1.060353736442167,1.1350364002183455,,0.5392146492028564,1.3920071608371234,0.7732075819824064,1.0976950683302562,0.0373413318880893,0.9014764640074621,0.35977163733572126
Stim1,Stromal interaction molecule 1,0.33761197776104446,0.18156211592155921,0.14327987183499624,0.3062757288808588,0.313514970756551,0.008973076001662804,0.22081798850586665,0.08405160913660821,0.2095879252130242,0.14188690319830238
Ctps2,CTP synthase 2,0.9096571170432761,0.8043515461251126,,0.6225546551027079,,0.6998705946283956,0.8570043315841944,0.05265278545908175,0.6612126248655518,0.03865796976284386
Tial1,Nucleolysin TIAR,0.03076653539196947,1.0410959676509521,0.8843788433097525,1.2733398382647396,0.6910150596284901,0.976923185763776,0.6520804487842247,0.44396944226417423,0.9804260278856686,0.2377459980464269
Hnrnph2,Heterogeneous nuclear ribonucleoprotein H2,0.3439646957692231,0.06819618739559498,0.029437772794482498,0.18073057965799288,0.418539106571029,0.2145693873543019,0.14719955198643353,0.1400308181115722,0.27127969119444123,0.10504052484435947
Rock1,Isoform 2 of Rho-associated protein kinase 1,,1.3041685217314636,,,,1.3043683226969747,1.3041685217314636,0.0,1.3043683226969747,0.0
Tank,Isoform 2 of TRAF family member-associated NF-kappa-B activator,,,,,,,,,,
Hint1,Adenosine 5'-monophosphoramidase HINT1,8.13215916335148,9.011260090979706,4.766777116074152,9.659875463584566,5.649422710153523,8.64548240228439,7.3033987901351125,1.8292150863555425,7.98492685867416,1.7025829478611438
Ufd1,Ubiquitin recognition factor in ER-associated degradation protein 1,0.017761649796424313,0.10691143236156284,0.04508183610704793,0.07659035091649095,0.20412631356743408,0.04683431447211291,0.056584972755011696,0.037293096299531224,0.10918365965201264,0.06822480524265546
Ncoa1,Isoform 2 of Nuclear receptor coactivator 1,1.5776253245772442,,,1.344851927324139,,,1.5776253245772442,0.0,1.344851927324139,0.0
Elavl1,ELAV-like protein 1,0.4884580720611462,0.27965860860480013,0.46780140713442825,0.8708719974783026,0.4844749813721315,0.26763851003601097,0.4119726959334582,0.09393947601402898,0.5409951629621483,0.24949089267035207
Usp9x,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,0.07999601844509442,0.11593202363361906,0.018479176183526205,0.13457191241075062,0.29269779376855604,0.19875905059390225,0.07146907275407989,0.04023925091371939,0.2086762522577363,0.06493438614184091
Idh3g,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial",0.7219373679756375,0.6296059778186491,,0.16876769878754577,0.11277588323695913,0.8928056515663549,0.6757716728971432,0.04616569507849416,0.39144974453028664,0.3552483450509252
Cuzd1,CUB and zona pellucida-like domain-containing protein 1,17.53208219772946,11.517400999337402,10.386768160464353,14.35906636738685,10.8474420767093,15.479051408901487,13.145417119177074,3.135995911734984,13.561853284332548,1.9730877284697965
Galnt3,Polypeptide N-acetylgalactosaminyltransferase 3,,,,,,,,,,
Nherf1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,0.76083643750236,0.2961066087722332,0.2407651792565785,0.35410042751475496,0.19098234404229178,0.30607729830367775,0.4325694085103906,0.23321678069644405,0.28372002328690815,0.06844347107194358
Eif4ebp2,Eukaryotic translation initiation factor 4E-binding protein 2,0.9415007546629172,0.6716919687511622,0.49917661472812547,0.9324154821071159,1.1214389168995638,0.6060867015181219,0.7041231127140684,0.182028377854151,0.8866470335082672,0.21286621720382515
Stx4,Syntaxin-4,1.5628809409574835,1.420151893266173,0.5754826132665538,0.16652739601850763,0.32456990703389044,1.4916906227636542,1.18617181583007,0.4357360606754695,0.6609293086053508,0.5909696154899649
Vasp,Vasodilator-stimulated phosphoprotein,0.5041918776279928,0.35063980215978696,0.9007365689397877,0.012897729241903797,0.7399484709078941,0.20711198339018808,0.5851894162425225,0.2317643402994542,0.31998606117999534,0.3073609314979608
Naca,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",17.16838770349244,15.452524421248626,12.476680272354525,19.722269962878993,15.272986970231978,18.602605199775454,15.032530799031866,1.9382682368333763,17.865954044295474,1.8896244743011748
Irf3,Interferon regulatory factor 3,0.8725948937252471,0.7465619695962903,1.0163304836395113,0.5525839531337446,0.6265239141350192,1.0607540149017096,0.8784957823203495,0.11021154856889466,0.7466206273901578,0.22416752414259233
Casp3,Caspase-3,,,,1.183217829295841,0.9681051366458571,,,,1.075661482970849,0.107556346324992
Fbp2,"Fructose-1,6-bisphosphatase isozyme 2",0.16571473075359663,0.2377435444354418,0.38500070011915655,0.3820625455969927,0.4044107376021388,0.28291444020837153,0.262819658436065,0.0912622328245279,0.3564625744691677,0.05280060897002225
H2bc1,Histone H2B type 1-A,30.59774064806608,30.604482441024622,40.07624060219432,29.178048224067485,26.424883167581413,32.38522729946392,33.759487897095006,4.4666195208440485,29.32938623037094,2.435652265373759
Urod,Uroporphyrinogen decarboxylase,0.0877577459845712,0.19261962643199507,0.26139896338777646,0.43946158315181183,0.1333487857274007,0.06593359325445891,0.1805921119347809,0.07139707708327338,0.21291465404455714,0.1625399137852742
Ctps1,CTP synthase 1,0.7403339008576169,,0.45468508920545436,0.033294303529565535,0.15000949048004633,0.7924341882119267,0.5975094950315356,0.14282440582608125,0.3252459940738462,0.33377059514255397
Gaa,Lysosomal alpha-glucosidase,0.4682128093895836,0.6217034870928358,,1.053188747672367,0.11414694961763085,0.5254039198063469,0.5449581482412097,0.07674533885162613,0.5642465390321149,0.38434484205784647
Cct7,T-complex protein 1 subunit eta,1.991093700369391,2.573687934788556,2.1306378758781745,2.468408291045303,1.96272825041471,2.699818428214301,2.231806503678707,0.24836844798658209,2.376984989891438,0.30778146743813845
Cct2,T-complex protein 1 subunit beta,7.639706347831302,9.543651053833612,9.381128523586076,9.009926033510034,6.562398010463858,9.22008752993889,8.85482864175033,0.8617791809560018,8.264137191304261,1.2063662084543614
Cct4,T-complex protein 1 subunit delta,10.147178010488648,11.349329081987113,10.534663370333924,14.604615469439198,9.60080486825965,12.963377026613037,10.677056820936562,0.5009981508662623,12.389599121437294,2.082697921202225
Cct5,T-complex protein 1 subunit epsilon,5.783442423495283,6.553229891036667,5.245599465060708,6.7700473586956305,4.786368490715414,7.283338255939003,5.860757259864219,0.5366299287694041,6.279918035116682,1.076687688386363
Cct6a,T-complex protein 1 subunit zeta,5.931931653861276,6.667992124986901,7.156739049673279,7.172397305809822,5.452004797308691,7.558718223017242,6.585554276173819,0.5034118846409579,6.727706775378585,0.915741089830736
Cct3,T-complex protein 1 subunit gamma,3.8805548799314082,3.437337532031706,3.1803206506819484,4.711904363619485,3.8281482817523234,3.244676410164818,3.4994043542150215,0.2892187312572703,3.928243018512209,0.6031603899986393
Ptprn2,Receptor-type tyrosine-protein phosphatase N2,,,,,,,,,,
Nucb2,Nucleobindin-2,16.59505351498553,20.457584708153075,20.572644153522468,19.69609433767674,16.244092976089096,21.87253866010743,19.208427458887023,1.8485313444262748,19.270908657957754,2.3173889547167414
Stim2,Stromal interaction molecule 2,0.5142954202678358,0.08024523237582003,0.4716099930781994,0.8504179298381488,0.8481944929054539,0.02431252436204688,0.35538354857395177,0.19533105437324905,0.5743083157018831,0.38890681299131974
Wnk1,Isoform 2 of Serine/threonine-protein kinase WNK1,1.0825368835253586,,,1.350494593024745,,,1.0825368835253586,0.0,1.350494593024745,0.0
Rpl36a,Large ribosomal subunit protein eL42,11.588285704607497,16.780740253766204,19.798443906367563,13.592218901353068,13.111617179209443,14.315377182497794,16.055823288247087,3.3907524120422106,13.67307108768677,0.49474730479669976
Cbx1,Chromobox protein homolog 1,0.7166410114593259,1.2001671341681819,1.344429141364371,0.7703603098710822,0.9728422153918078,1.0754949240025418,1.0870790956639595,0.2684786302507368,0.9395658164218106,0.12677347838197206
Eloc,Elongin-C,0.04054300190359429,0.8508155468510031,0.41887152311447884,0.4781491991902737,1.463481498243606,0.4196307746591213,0.4367433572896921,0.33103368521091364,0.7870871573643337,0.47887930266580464
Arf5,ADP-ribosylation factor 5,1.2740152454126044,2.2694226970104814,1.0847474974923748,2.241847660639091,1.454950637804519,2.5656986745995405,1.5427284799718202,0.5196273882368491,2.0874989910143835,0.46641035878446957
Erh,Enhancer of rudimentary homolog,2.204996629283364,1.9250024256196,2.6215886703830447,4.269372054051115,3.297341067160715,1.9627264017924806,2.2505292417620026,0.2861969172880295,3.1764798410014365,0.9455542001960046
Ap2m1,AP-2 complex subunit mu,42.96005492546662,50.01311158904741,45.1054747605682,48.56345332981956,56.032091185062285,50.0792421736836,46.02621375836075,2.9520865278039485,51.55826222952182,3.2234312047226856
Rhog,Rho-related GTP-binding protein RhoG,,0.9348662111750354,,1.05467727640811,1.0411229280328427,0.9815098360614649,0.9348662111750354,0.0,1.0257700135008059,0.03178209737353183
Rpl19,Large ribosomal subunit protein eL19,69.00407470774165,83.90626541401836,96.35085014079829,118.02040051484327,103.4372476294168,80.9459088780817,83.08706342085277,11.179291885020039,100.80118567411392,15.249942065577878
Serf2,Small EDRK-rich factor 2,1.7387139300001553,2.8991575808099372,1.8544764778254477,1.9663850579815614,0.9776877446850282,2.656782915353848,2.1641159962118466,0.5218970780949724,1.8669519060068123,0.6890841079890337
Srsf3,Isoform Short of Serine/arginine-rich splicing factor 3,2.723369811484203,3.459552648961033,4.46770862869813,5.1901452130275665,3.532493540257467,3.7094626657215475,3.5502103630477886,0.7150028406248456,4.144033806335527,0.7432322760529527
H3-3a,Histone H3.3,80.954688155957,102.51616658604559,97.49190815588615,103.76733816210741,75.64747147422183,123.12483984013403,93.65425429929626,9.211226062620305,100.84654982548777,19.49227847325927
Isoc2a,Isochorismatase domain-containing protein 2A,1.090942295774554,2.2765416935126,2.0037963659651647,1.2463806238874995,1.1769320075961054,1.957567327783523,1.7904267850841062,0.5069887681288566,1.4602933197557093,0.35276702120165365
Serping1,Plasma protease C1 inhibitor,1.08907049295759,1.154450261652492,,1.1842101871696091,1.0206708941988654,0.9607551225890518,1.121760377305041,0.032689884347451015,1.055212067985842,0.0944382019686661
Prkdc,DNA-dependent protein kinase catalytic subunit,,,,,,,,,,
Csrp2,Cysteine and glycine-rich protein 2,0.9345510394246125,0.9729406798335358,,0.7828860119028682,,0.9213253826716142,0.9537458596290742,0.01919482020446167,0.8521056972872412,0.06921968538437301
Csrp1,Cysteine and glycine-rich protein 1,4.096544238018129,5.147899585669561,3.941709690201748,5.206787600596005,3.7932597378766912,4.942550887520333,4.395384504629813,0.5358498823946681,4.647532741997677,0.6136187927976556
Nxn,Isoform 2 of Nucleoredoxin,,1.0356519039338619,1.1093809506723051,1.1879967865737906,1.2185108113242669,1.1196563161504616,1.0725164273030834,0.036864523369221636,1.1753879713495063,0.04133029131308803
Pkp1,Plakophilin-1,2.6590768623348233,0.5918170099899454,0.40800897397868424,0.965963628477827,0.36279935924247997,0.15323439448433163,1.2196342821011508,1.020601964485636,0.4939991274015463,0.34452115205567857
Rps3a,Small ribosomal subunit protein eS1,64.05096765111583,88.01730674506516,70.75320173168772,89.63781384304914,80.50675794630017,77.80124111111228,74.27382537595624,10.09595448764761,82.64860430015386,5.064039419425638
Sptlc2,Serine palmitoyltransferase 2,0.9486230039471258,1.0018142870887474,0.8418521502453375,0.7987274007923941,0.9712108197730918,,0.930763147093737,0.06651416977354076,0.8849691102827429,0.08624170949034882
Sephs2,"Selenide, water dikinase 2",5.308865512293397,4.57771981748031,3.3284292820887096,4.426027873746277,4.939721849577147,4.606576865294951,4.405004870620806,0.8176815823323689,4.657442196206125,0.2127766224905971
Evi5,Ecotropic viral integration site 5 protein,,,,,,,,,,
Atp1b3,Sodium/potassium-transporting ATPase subunit beta-3,1.3768562542064544,1.839672938569045,1.1748766112956346,2.082397599413516,1.6359762236482016,0.6300711563794986,1.463801934690378,0.27827828122841736,1.4494816598137386,0.60739783285686
Psme1,Proteasome activator complex subunit 1,2.0399211963100923,1.1706819344125783,0.4034408813391043,3.5378250219532545,0.7568545777957049,0.41376884473303976,1.204681337353925,0.6685227120909517,1.5694828148273332,1.3988579242422
Psme2,Proteasome activator complex subunit 2,0.9659118371571809,,1.1183063607790682,0.9281131867108573,1.0107445822157621,0.8893073162102121,1.0421090989681245,0.07619726181094366,0.9427216950456104,0.05064127947666538
G3bp2,Isoform B of Ras GTPase-activating protein-binding protein 2,0.8468411887134858,1.738406590457607,2.0553360326773125,1.6986924558159546,1.0440583801671777,1.910144726223754,1.5468612706161349,0.5116197508154321,1.5509651874022954,0.36868586364829065
Anxa11,Annexin A11,0.5073657377482503,0.6888535422503939,0.28644882985143055,1.1003074570073268,0.19930388674977612,0.5080872899669157,0.4942227032833582,0.16454369765391016,0.6025662112413395,0.3738507352122389
Lig3,DNA ligase 3,1.06002929802466,0.9285500943542057,1.0466101896097026,0.9860731720481145,1.154580397728498,0.9319073866655951,1.0117298606628562,0.05907155694598638,1.0241869854807357,0.09481671633468235
