Gene,Description,endo_K_I_normalized_values,endo_K_II_normalized_values,endo_C_I_normalized_values,endo_C_II_normalized_values,endo_C_III_normalized_values,average_K,st_deviation_K,average_C,st_deviation_C
Mpp1,55 kDa erythrocyte membrane protein,0.7520284540046324,0.7310095768021428,0.836309737214277,0.6800777336251577,1.0578332537039872,0.7415190154033876,0.010509438601244758,0.8580735748478073,0.1549839920957661
Aup1,Lipid droplet-regulating VLDL assembly factor AUP1,1.2177675935707297,,,1.2267738418587455,,1.2177675935707297,0.0,1.2267738418587455,0.0
Pebp1,Phosphatidylethanolamine-binding protein 1,49.92327957143637,51.26694115379675,39.40696032584689,51.342803823872394,21.418635174197554,50.59511036261656,0.6718307911801915,37.389466441305615,12.299503473017836
Stam,Signal transducing adapter molecule 1,0.06434333755809322,0.00792272621882965,0.14812466094183172,0.005341637032782053,0.6751141747897564,0.03613303188846144,0.028210305669631786,0.27619349092145673,0.2880393861871636
Stim1,Stromal interaction molecule 1,0.6759819253452805,0.6578893994750056,0.1116841760719928,0.5921742267534976,0.3291741711416402,0.666935662410143,0.009046262935137439,0.34434419132237687,0.1964523170902492
Ctps2,CTP synthase 2,0.044408576370309774,0.47937579615240566,0.36821790214127126,0.3437907033729738,0.24914173909513987,0.26189218626135774,0.21748360989104795,0.3203834482031283,0.05135307746303631
Was,Actin nucleation-promoting factor WAS,,,1.5608077686047659,1.6127067632785497,,,,1.5867572659416578,0.02594949733689189
Tial1,Nucleolysin TIAR,0.9036183803055388,0.7415204484737737,0.07562236371608738,0.4870266176420043,0.4848581660342775,0.8225694143896563,0.08104896591588251,0.3491690491307897,0.19342874204147525
Hnrnph2,Heterogeneous nuclear ribonucleoprotein H2,0.7064494735645518,0.7184034006469523,1.8020638139570566,0.6860225764126326,0.20541031282351963,0.712426437105752,0.005976963541200253,0.8978322343977364,0.6688164168052497
Rock1,Isoform 2 of Rho-associated protein kinase 1,0.1618442156160246,0.09734622799600524,0.6072998634503666,0.30011613268184295,0.2910707221069487,0.12959522180601493,0.03224899381000968,0.39949557274638603,0.14698621769711478
Hint1,Adenosine 5'-monophosphoramidase HINT1,15.470346620058939,18.341509931228018,13.320125680269735,18.517772347798722,7.611874813865385,16.90592827564348,1.4355816555845395,13.149924280644614,4.453940326084988
Nfyc,Nuclear transcription factor Y subunit gamma,0.7178825269785105,0.9500687914631126,0.49676291882723994,0.6768104729476638,,0.8339756592208116,0.11609313224230106,0.5867866958874519,0.09002377706021195
Ufd1,Ubiquitin recognition factor in ER-associated degradation protein 1,2.2327811013046914,2.5805354110264473,2.67132087148635,3.1358559793130856,0.8820367931591466,2.4066582561655694,0.17387715486087796,2.229737881319527,0.9716555918885404
Ncoa1,Isoform 2 of Nuclear receptor coactivator 1,,,,,,,,,
Elavl1,ELAV-like protein 1,6.397102060492286,5.780809709294652,5.878028933180392,6.198827118115893,3.328567781852432,6.088955884893469,0.3081461755988171,5.135141277716239,1.2841362118385675
Rad50,DNA repair protein RAD50,1.0438266028019352,1.2834863926050661,1.2658145668327736,1.2142825168349851,,1.1636564977035007,0.11982989490156548,1.2400485418338794,0.025766024998894244
Igfals,Insulin-like growth factor-binding protein complex acid labile subunit,0.5009459576795618,0.25669879059641354,0.15857358452051765,0.05653883670568752,,0.3788223741379877,0.12212358354157415,0.10755621061310258,0.051017373907415065
Rasgrf2,Ras-specific guanine nucleotide-releasing factor 2,0.7938514534981028,0.6749636699096906,0.49589018432087756,0.7181066259526813,0.9495567734417141,0.7344075617038968,0.059443891794206116,0.7211845279050909,0.18522139658879397
Usp9x,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,1.422017325990328,1.6171794251864844,1.4569540363077058,1.8271848084846647,0.21443622178394867,1.5195983755884062,0.09758104959807823,1.1661916888587731,0.6897567484250273
Tp53bp1,Isoform 2 of TP53-binding protein 1,0.6523543082271351,0.7394779072770225,0.8770924906802682,0.9140743992803108,0.46330591703909874,0.6959161077520788,0.043561799524943656,0.7514909356665592,0.20433611054976356
Idh3g,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial",2.4331380337653417,1.6088047583985923,1.033733382696194,2.0591157302658227,0.3431556498610441,2.020971396081967,0.4121666376833747,1.1453349209410202,0.7049685226493697
Cuzd1,CUB and zona pellucida-like domain-containing protein 1,0.5040008346435527,,,1.3216805871212174,,0.5040008346435527,0.0,1.3216805871212174,0.0
Slc8a1,Sodium/calcium exchanger 1,1.0347750022216946,1.145985143239487,0.9756394933654301,0.9660384302760096,,1.0903800727305908,0.05560507050889618,0.9708389618207198,0.004800531544710274
Evl,Isoform 1 of Ena/VASP-like protein,1.205504586376517,1.1967340233697095,1.2755510497679696,1.3645819277740405,,1.2011193048731132,0.004385281503403782,1.3200664887710052,0.04451543900303545
Nherf1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,4.036915645437574,4.330958513272225,1.8359325761399916,4.3147825582085995,1.4683146925679658,4.1839370793549,0.14702143391732525,2.5396766089721856,1.2641298918864776
Eif4ebp2,Eukaryotic translation initiation factor 4E-binding protein 2,0.7501857812557613,0.4094782516548504,0.337659274047411,0.49620356821923384,1.2624696475264452,0.5798320164553059,0.17035376480045544,0.6987774965976966,0.4038115930873536
Vasp,Vasodilator-stimulated phosphoprotein,0.10808820918152078,0.1166846808436426,0.0869442655817238,0.13098588934607835,,0.11238644501258169,0.004298235831060912,0.10896507746390108,0.022020811882177277
Siae,Sialate O-acetylesterase,1.07365848295718,0.9438174751474738,1.007278703295296,1.0478345189289937,,1.008737979052327,0.0649205039048531,1.0275566111121448,0.020277907816848906
Naca,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",15.654737086431316,17.66569721504572,15.56156857531699,17.41807254634045,6.510748739174852,16.660217150738518,1.0054800643072026,13.163463286944095,4.7648441659849965
Irf3,Interferon regulatory factor 3,1.0459687413075662,0.8169295432177797,,1.2484174125441987,,0.931449142262673,0.11451959904489328,1.2484174125441987,0.0
Casp3,Caspase-3,0.5656616563698409,0.5752305760060015,0.432150174043088,0.712845173101808,,0.5704461161879212,0.004784459818080289,0.572497673572448,0.14034749952936
H2bc1,Histone H2B type 1-A,73.75931119477559,17.59163739086255,59.32489402857824,42.63103363497714,43.06093102272933,45.675474292819075,28.08383690195652,48.338952895428235,7.770215778933339
Urod,Uroporphyrinogen decarboxylase,0.11537536785402293,0.06028001901248886,0.3251418721764114,0.028597826419525935,0.6276491509816415,0.08782769343325589,0.027547674420767033,0.32712961652585965,0.2445657181081128
Ctps1,CTP synthase 1,2.3443925869651174,2.0605268378776307,1.4042207195947911,2.2392284476888804,0.023941080478127902,2.202459712421374,0.14193287454374337,1.2224634159205998,0.9134737062116497
Gaa,Lysosomal alpha-glucosidase,15.505938764146418,16.752059295310897,20.257665193040097,16.764002787953277,9.563122093060219,16.128999029728657,0.6230602655822395,15.528263358017862,4.452609870128951
Atp8a1,Isoform 2 of Phospholipid-transporting ATPase IA,2.194018773023002,2.183220247858196,2.5089545485719826,2.051942583284444,0.8285873916996069,2.188619510440599,0.005399262582402864,1.7964948411853445,0.7093887543425367
KRT85,"Keratin, type II cuticular Hb5",,,,,,,,,
Cct7,T-complex protein 1 subunit eta,7.078222345168269,6.926574220548591,8.269424843582248,8.211795561270673,3.273488855885229,7.00239828285843,0.07582406230983896,6.584903086912717,2.3416416521511088
Cct2,T-complex protein 1 subunit beta,10.713312513689123,12.718645084829822,13.809158316639783,12.961318242901683,4.6500435964557525,11.715978799259473,1.0026662855703492,10.473506718665739,4.132331888047702
Cct4,T-complex protein 1 subunit delta,16.08171877439935,14.67840103869311,14.555251245149988,14.584287734235483,6.0847058840789074,15.38005990654623,0.7016588678531193,11.741414954488127,3.9999149082500947
Cct5,T-complex protein 1 subunit epsilon,11.720213445815373,11.855513847574125,9.993078744055412,10.450629584659644,6.064396733126608,11.787863646694749,0.06765020087937579,8.836035020613886,1.9687258638407867
Cct6a,T-complex protein 1 subunit zeta,9.0487950428426,9.460196252868233,7.776517558540659,9.860905451885388,4.0498291106958755,9.254495647855418,0.20570060501281606,7.229084040373974,2.40373523963468
Cct3,T-complex protein 1 subunit gamma,10.011544146645784,9.520306384720675,7.343389499297427,10.606988739382027,3.9949866765514646,9.76592526568323,0.2456188809625548,7.315121638410306,2.6994125439544874
Ptprn2,Receptor-type tyrosine-protein phosphatase N2,9.207384114619396,10.370605342743142,9.01979124580657,10.76114260661528,3.8545766498067624,9.788994728681269,0.5816106140618729,7.8785035007428705,2.9328105537988676
Nucb2,Nucleobindin-2,34.40948187020647,42.23888250545582,44.94779081155209,59.45872989572977,21.225519746529283,38.32418218783114,3.914700317624675,41.877346817937045,15.758919364742342
Irs2,Insulin receptor substrate 2,0.6574811130461142,0.3736011642626467,,0.3053872859498395,,0.5155411386543804,0.14193997439173375,0.3053872859498395,0.0
Sgcd,Delta-sarcoglycan,0.9693154138715652,0.6457605717132301,1.051841079759483,0.4528931814450922,1.3259949992444586,0.8075379927923976,0.16177742107916754,0.9435764201496779,0.3645706364583409
Stim2,Stromal interaction molecule 2,1.345371033212934,1.3026872182619755,0.0781833600571033,1.3241459525828305,,1.3240291257374548,0.02134190747547926,0.7011646563199669,0.6229812962628636
Wnk1,Isoform 2 of Serine/threonine-protein kinase WNK1,3.0847124124512093,3.1438879619410276,2.560297665849623,2.475380741817062,1.8037872434276454,3.1143001871961182,0.029587774744909145,2.2798218836981103,0.3383878002626188
Phf5a,PHD finger-like domain-containing protein 5A,0.16876648960510252,0.41694461085438206,0.5054914015336074,0.36178123936124545,0.4482908379957659,0.2928555502297423,0.12408906062463977,0.43852115963020627,0.0590747415817539
Rpl36a,Large ribosomal subunit protein eL42,9.62056495785067,4.647770888352266,2.977900639582752,8.245601247961334,5.656204413829394,7.134167923101468,2.486397034749202,5.626568767124493,2.1506318650642706
Tubg1,Tubulin gamma-1 chain,0.8917652524227517,1.1362405255152543,0.8251264814952657,0.9330877508098472,0.681003143932855,1.014002888969003,0.1222376365462513,0.8130724587459893,0.10326547294687281
Cbx1,Chromobox protein homolog 1,0.9953012218726225,0.8032481823003432,0.15183282372355672,0.6715199188454201,0.9455676121612352,0.8992747020864829,0.09602651978613963,0.589640118243404,0.3291726547006611
Eloc,Elongin-C,3.351965379964171,3.613222355733799,1.5679436002232383,3.886426733167743,0.4736988426277978,3.482593867848985,0.13062848788481385,1.9760230586729264,1.4228081498744538
Arf5,ADP-ribosylation factor 5,5.773413816171457,5.6935112577466205,7.4113805554751995,8.279245498352346,2.6471642253792504,5.733462536959038,0.03995127921241837,6.112596759735599,2.4759125425319293
Cplx2,Complexin-2,2.227954373951917,2.762597256857966,1.6000275634585253,2.910965246502461,1.2481592906418972,2.4952758154049413,0.2673214414530245,1.919717366867628,0.7154868223869927
Erh,Enhancer of rudimentary homolog,15.027338314573962,12.722722730786929,12.536877989765769,16.563567251683693,9.827380677014082,13.875030522680445,1.1523077918935165,12.975941972821182,2.7675061310503772
Ap2m1,AP-2 complex subunit mu,2.5287925688177366,2.8123696797719995,2.471815388535877,2.697547526303749,1.9260599709226558,2.670581124294868,0.14178855547713143,2.3651409619207606,0.3238650305268352
Rhog,Rho-related GTP-binding protein RhoG,0.16414577239956796,0.12201510074645003,0.14800130796411665,0.1318802856037749,1.0437250200621941,0.143080436573009,0.021065335826558965,0.4412022045433619,0.42609879860273503
Rpl19,Large ribosomal subunit protein eL19,31.198000491746424,22.966495312876116,18.21139368712289,25.87227975162874,9.843178096045218,27.08224790231127,4.115752589435154,17.97561717826562,6.545976774215558
Serf2,Small EDRK-rich factor 2,0.3583139894381569,0.3836745255929826,0.744366230602785,0.3489256058279822,,0.37099425751556975,0.012680268077412848,0.5466459182153836,0.19772031238740137
Srsf3,Isoform Short of Serine/arginine-rich splicing factor 3,11.540460926464538,10.182935361521029,20.273143635197627,14.143672717822469,8.452772446061918,10.861698143992783,0.6787627824717548,14.289862933027337,4.826753391014408
H3-3a,Histone H3.3,263.9011122406968,187.1259562349783,131.4857684142918,168.62901299359305,236.0281845340412,225.51353423783758,38.38757800285926,178.714321980642,43.27096243488542
Isoc2a,Isochorismatase domain-containing protein 2A,1.0200528550943586,0.029915101569769797,2.20891833902859,1.4370069774121426,0.29580437294701756,0.5249839783320642,0.49506887676229444,1.3139098964625833,0.7858608571953933
Serping1,Plasma protease C1 inhibitor,0.8299274427639615,0.5460955034967628,0.9343169609206715,0.7884126150204714,2.7509774848634967,0.6880114731303622,0.14191596963359931,1.49123568693488,0.8927612848626667
Serpinf1,Pigment epithelium-derived factor,,,1.1070201983593893,1.1342707175679771,0.6314570801084263,,,0.9575826653452642,0.23087380493657417
Nptn,Isoform 1 of Neuroplastin,1.5313914843588443,2.986167874187536,0.4341828165889115,3.164379299409533,4.827198271203698,2.2587796792731902,0.7273881949143459,2.8085867957340476,1.8110010906263683
Mcm2,DNA replication licensing factor MCM2,,,,,,,,,
Mcm6,DNA replication licensing factor MCM6,0.9962685723908001,0.9264661443396369,1.2698800144448126,1.1570942327531615,0.7602106420342212,0.9613673583652185,0.034901214025581606,1.0623949630773983,0.218581306079597
Prkdc,DNA-dependent protein kinase catalytic subunit,0.33750218983485036,0.3983269611631223,0.10144214095263601,0.21507337671395496,,0.3679145754989863,0.030412385664135955,0.1582577588332955,0.056815617880659475
Csrp2,Cysteine and glycine-rich protein 2,1.073480322581577,0.8384913311955939,1.0265619428597803,0.9663721068261196,,0.9559858268885855,0.11749449569299153,0.9964670248429499,0.03009491801683034
Csrp1,Cysteine and glycine-rich protein 1,2.2003105444944704,1.550795951002029,2.095803658464046,1.6930107747071714,0.046236743180932544,1.8755532477482497,0.32475729674622067,1.2783503921173833,0.8866185048534747
Nxn,Isoform 2 of Nucleoredoxin,1.3606390120756542,1.2382181838044508,1.0270170649662267,1.337213820563393,,1.2994285979400524,0.06121041413560169,1.1821154427648097,0.15509837779858315
Pkp1,Plakophilin-1,0.1417113285360586,0.7002069719601197,0.12945838129039242,0.4537087996363894,1.512482914737265,0.42095915024808916,0.27924782171203055,0.6985500318880155,0.590564496498537
Rps3a,Small ribosomal subunit protein eS1,20.017290817034816,15.479843494884308,16.353878240372214,22.865056109081532,9.531740469296409,17.748567155959563,2.2687236610752537,16.250224939583386,5.443796744467226
S100a13,Protein S100-A13,1.1662387702465207,1.1980713248091117,0.8347387500946681,0.857560961648449,,1.1821550475278162,0.01591627728129552,0.8461498558715586,0.011411105776890418
Sms,Spermine synthase,,1.2679459934118487,,1.4774923891328207,,1.2679459934118487,0.0,1.4774923891328207,0.0
Sptlc2,Serine palmitoyltransferase 2,0.9563924231629218,0.9018181467285036,0.5395990686931442,0.9041296384391116,,0.9291052849457127,0.027287138217209128,0.721864353566128,0.1822652848729837
Sephs2,"Selenide, water dikinase 2",0.1876839440034377,0.34221993384581595,0.42296435895293966,0.4929545514455035,1.0261160619319072,0.2649519389246268,0.07726799492118912,0.6473449907767834,0.26935144330940125
Atp1b3,Sodium/potassium-transporting ATPase subunit beta-3,0.7041836508077028,0.6472386519759276,0.8595711021840466,0.7270158984140994,,0.6757111513918153,0.028472499415887642,0.7932935002990731,0.06627760188497361
Psme1,Proteasome activator complex subunit 1,7.976996836272739,6.533832465763843,6.369840668257851,5.642273072224091,2.8861390167006458,7.255414651018291,0.721582185254448,4.966084252394196,1.500437222792701
Psme2,Proteasome activator complex subunit 2,1.4916770982950809,1.2132098908499345,0.5300054899388502,0.9626067430785432,0.20030637329813683,1.3524434945725077,0.1392336037225732,0.5643062021051768,0.31215153113317035
G3bp2,Ras GTPase-activating protein-binding protein 2,2.3092886209979127,1.975601494829951,2.1537165000778478,2.488524718024448,0.22308675621341217,2.142445057913932,0.16684356308398085,1.6217759914385692,0.9984230293324887
Anxa11,Annexin A11,1.2835421103330131,0.8253767152605328,0.7251884180167508,1.9622044694502805,0.07271688319817535,1.054459412796773,0.22908269753624017,0.9200365902217356,0.7835879837044122
Lig3,DNA ligase 3,1.131598836868476,1.0172203964098656,1.1029243269299216,0.9272956228460738,,1.0744096166391708,0.05718922022930517,1.0151099748879977,0.0878143520419239
Vps45,Vacuolar protein sorting-associated protein 45,0.42683300858925016,0.5993154937355547,0.5708358131236517,0.3630798493306297,0.10916997531897764,0.5130742511624025,0.08624124257315227,0.3476952125910864,0.1887879793748862
Arhgap5,Rho GTPase-activating protein 5,1.1398644078049367,1.1845273609069902,,1.2013332965251453,0.618930446659504,1.1621958843559634,0.02233147655102674,0.9101318715923247,0.29120142493282064
Frzb,Secreted frizzled-related protein 3,3.8913203017698628,3.0793981231673944,0.6995599272818758,1.6926939537442458,2.356987976376247,3.4853592124686283,0.4059610893012342,1.5830806191341231,0.68106693103515
Ica1,Isoform 2 of Islet cell autoantigen 1,0.12602471951847602,0.04682715145621778,0.6678930238771711,0.37182410790736864,0.8042752890007343,0.0864259354873469,0.03959878403112912,0.614664140261758,0.1805149883813329
Lyst,Lysosomal-trafficking regulator,0.5872473533796182,1.501281820312148,1.4684776341061396,1.496335262506014,0.010887768590110638,1.044264586845883,0.45701723346626494,0.9919002217340881,0.693773780028567
Ear2,Eosinophil cationic protein 2,,,,,,,,,
Crmp1,Dihydropyrimidinase-related protein 1,2.0879249065486385,2.1491739402834686,2.5450556908628115,2.4820791913219677,0.7769452259313582,2.1185494234160536,0.030624516867415075,1.9346933693720458,0.8190551803160654
Anxa4,Annexin A4,10.386554320563276,10.89516289027016,12.504641257361769,13.444797711684062,7.004928526752772,10.640858605416717,0.2543042848534425,10.9847891652662,2.840239610331302
Irf6,Interferon regulatory factor 6,4.584714536442335,7.679552889573435,,5.335162493823104,2.1654857398267193,6.132133713007885,1.5474191765655498,3.7503241168249115,1.5848383769981922
Fhl1,Isoform 2 of Four and a half LIM domains protein 1,0.0883280400642499,0.0074666247865452775,0.7249698280891795,0.346533963536506,,0.047897332425397586,0.04043070763885231,0.5357518958128428,0.18921793227633676
Anpep,Aminopeptidase N,5.63259660293957,6.4834286539881925,10.043336550153633,7.944467906401333,2.238849063348609,6.0580126284638816,0.42541602552431135,6.742217839967858,3.297631488366918
Atp5pf,"ATP synthase-coupling factor 6, mitochondrial",4.125928375281025,4.429054670467159,3.1125699122097346,4.574153023207972,1.492177773778652,4.277491522874092,0.151563147593067,3.0596335697321195,1.2587677974352303
Rps5,Small ribosomal subunit protein uS7,11.014944741397285,8.534314594723513,11.225022322175878,12.218690795751204,4.243536256944747,9.774629668060399,1.2403150733368857,9.229083124957276,3.548577408737811
Pam,Peptidyl-glycine alpha-amidating monooxygenase,6.467232509230441,8.230327239498314,8.437523585771926,10.262676438350708,3.8409682961096716,7.348779874364377,0.8815473651339363,7.513722773410769,2.701806780868506
Ppp4c,Serine/threonine-protein phosphatase 4 catalytic subunit,0.5154025209565708,0.5840695597178155,0.2025792961371827,0.16041731087670777,1.0239085701878485,0.5497360403371931,0.034333519380622346,0.46230172573391304,0.39748886278184475
Smad4,Mothers against decapentaplegic homolog 4,1.4268866691010436,1.3257247670425638,1.1204958042110333,,,1.3763057180718037,0.05058095102923987,1.1204958042110333,0.0
Coq7,"5-demethoxyubiquinone hydroxylase, mitochondrial",,1.165514092799467,1.2182700224310647,1.2130998135010267,,1.165514092799467,0.0,1.2156849179660458,0.002585104465019028
Txn2,"Thioredoxin, mitochondrial",1.0748259983990205,,1.1629271807880093,1.093051491540587,,1.0748259983990205,0.0,1.127989336164298,0.03493784462371119
Gclc,Glutamate--cysteine ligase catalytic subunit,0.38783058435073914,0.2602946617098685,0.18096531912341693,0.06701439725230056,0.8984255395519859,0.3240626230303038,0.06376796132043533,0.38213508530923446,0.368024526361545
Smarcc1,Isoform 2 of SWI/SNF complex subunit SMARCC1,1.4413124769865562,1.2270783666717335,1.0838098160366674,1.3271153125605224,,1.3341954218291447,0.10711705515741132,1.2054625642985948,0.12165274826192751
Cpt1a,"Carnitine O-palmitoyltransferase 1, liver isoform",0.2505772583080762,0.6778911470375584,0.9065156700537,0.567999683748603,,0.4642342026728173,0.21365694436474109,0.7372576769011515,0.16925799315254852
Polr2c,DNA-directed RNA polymerase II subunit RPB3,0.6739411267042268,0.6429917385618091,0.5859671117233434,0.7264424346722741,1.0998331451407435,0.658466432633018,0.015474694071208828,0.8040808971787868,0.21684921523232764
Wbp2,WW domain-binding protein 2,1.1260371236266484,1.1342414874714197,0.259229614335859,0.8313266374112763,0.1802055464080971,1.130139305549034,0.00410218192238565,0.4235872660517442,0.29011462912150515
Thumpd3,Isoform 2 of tRNA (guanine(6)-N2)-methyltransferase THUMP3,0.23593905131001827,0.5754807589733221,0.6882561464399746,0.17623628834915311,0.19575082486059148,0.40570990514167016,0.16977085383165189,0.3534144198832397,0.23690285022407456
Xrn1,Isoform 2 of 5'-3' exoribonuclease 1,0.6520853939587236,0.8164106216037507,0.9981601716475375,0.6869774000393822,1.2275975687701692,0.7342480077812371,0.08216261382251355,0.9709117134856964,0.22154668516857323
Sirpa,Isoform 2 of Tyrosine-protein phosphatase non-receptor type substrate 1,0.30541692501478723,0.37897806189292876,0.2888461929760637,0.731309534418958,,0.34219749345385797,0.036780568439070765,0.5100778636975108,0.22123167072144714
Fh,"Fumarate hydratase, mitochondrial",38.33841686537311,38.68004661583273,38.17787873183388,41.994472684524226,19.640890541354043,38.50923174060292,0.17081487522980865,33.27108065257072,9.763133349523253
Pla2g6,Isoform Short of 85/88 kDa calcium-independent phospholipase A2,1.056771292203916,1.1113620691990507,0.8636421079935005,0.9279230351462491,,1.0840666807014834,0.027295388497567297,0.8957825715698748,0.03214046357637429
Ctsc,Dipeptidyl peptidase 1,0.7330401432623518,0.4678973024592561,0.8997600223888093,,,0.6004687228608039,0.13257142040154785,0.8997600223888093,0.0
Anp32e,Isoform 2 of Acidic leucine-rich nuclear phosphoprotein 32 family member E,0.9620113142458466,0.9650871705271367,0.9468611949084313,0.582567360808937,0.3785959740641433,0.9635492423864916,0.0015379281406450174,0.6360081765938372,0.23505074756899996
Lypla1,Isoform 2 of Acyl-protein thioesterase 1,10.444772067715556,7.2458280485206235,7.3530568623098,6.183498323189456,2.86925723669379,8.84530005811809,1.5994720095974664,5.468604140731016,1.8990208072852106
G3bp1,Ras GTPase-activating protein-binding protein 1,5.38881509671721,5.11146102692052,5.942642003005329,6.772819310187854,1.9445240357554512,5.250138061818865,0.13867703489834504,4.886661782982878,2.107831347314986
Slc35b1,Solute carrier family 35 member B1,0.4691107970625033,0.48164479454321385,1.3178936252026225,0.19522062762197134,1.289348146184809,0.47537779580285855,0.006266998740355273,0.9341541330031343,0.5226348343564935
Rbbp6,Isoform 2 of E3 ubiquitin-protein ligase RBBP6,,,1.4357716159435108,1.416369971844406,,,,1.4260707938939583,0.00970082204955236
Oxtr,Oxytocin receptor,1.344750470973792,1.2001986413807764,1.2579359682656184,1.3170484866539438,,1.272474556177284,0.07227591479650786,1.287492227459781,0.029556259194162715
Lama4,Laminin subunit alpha-4,0.3544627857214102,0.1010669250061063,0.5730997221876416,0.39951025530768103,0.7923381246237574,0.22776485536375826,0.12669793035765198,0.5883160340396933,0.16073183845074848
Dtymk,Thymidylate kinase,1.2184665565702946,1.0184588286568035,1.05777265152345,0.7963283333823696,,1.118462692613549,0.10000386395674554,0.9270504924529098,0.1307221590705402
Bmp1,Bone morphogenetic protein 1,0.4329827275342485,0.41095367604740674,0.1430398854296244,0.949669412454278,0.7468828900904743,0.4219682017908276,0.011014525743420878,0.6131973959914588,0.3426043947629953
Shc1,Isoform p52Shc of SHC-transforming protein 1,0.4058982723796025,0.1237898417039423,0.42618616320882874,0.1293839856009497,0.9241624223491618,0.2648440570417724,0.1410542153378301,0.4932441903863134,0.3279133779284657
Arvcf,Isoform 2 of Splicing regulator ARVCF,6.884515034203903,1.9143121566347225,9.315765258145769,2.3698795391522274,12.145772219643984,4.399413595419313,2.48510143878459,7.943805672313993,4.107207019698411
Tubb5,Tubulin beta-5 chain,110.33050474355186,103.97503544037383,129.44685258132765,130.22204468382344,57.682047747288244,107.15277009196285,3.177734651589013,105.78364833747979,34.01444021983094
Psmb4,Proteasome subunit beta type-4,6.0881240519565605,7.163704648472128,6.070270404679028,7.536615915330203,2.6480200167148276,6.6259143502143445,0.5377902982577836,5.418302112241353,2.048314665889633
Rplp2,Large ribosomal subunit protein P2,36.2447121541739,36.824931945540854,25.87834032225194,24.42203357373103,14.054164402894825,36.534822049857375,0.29010989568347867,21.4515127662926,5.264394833441268
Uqcrh,"Cytochrome b-c1 complex subunit 6, mitochondrial",1.2077086604633664,1.1817111647380476,1.0774814832391095,0.8724797226129238,,1.194709912600707,0.012998747862659421,0.9749806029260166,0.10250088031309285
Prdx5,"Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5, mitochondrial",14.923277022647014,13.261226960658508,13.493984957762578,16.64066047132173,6.432148363898126,14.09225199165276,0.8310250309942528,12.18893126432748,4.2685519573515815
CYCS,Cytochrome c,,,,,,,,,
Gabpa,GA-binding protein alpha chain,1.1502708428523536,1.0075735678242395,1.1798759936903085,1.0025639181397998,,1.0789222053382965,0.07134863751405707,1.0912199559150542,0.08865603777525433
Cpe,Carboxypeptidase E,49.80134209052042,43.12959052767979,51.971788897711946,60.152519747423916,30.994493251718556,46.46546630910011,3.3358757814203166,47.706267298951474,12.279892322089882
Xdh,Xanthine dehydrogenase/oxidase,1.3408612393199353,,0.8386291957483366,1.0224048665408605,1.1884304346784254,1.3408612393199353,0.0,1.016488165655874,0.14286702955610636
F8a1,40-kDa huntingtin-associated protein,0.7957498767660349,0.6885738358015366,0.5708073720550086,0.7969203614087079,,0.7421618562837857,0.053588020482249143,0.6838638667318583,0.11305649467684964
G6pdx,Glucose-6-phosphate 1-dehydrogenase X,1.0340300760541747,1.2561956802626268,1.114646597781857,1.2268147793988982,0.23919793279935214,1.1451128781584008,0.11108280210422605,0.860219769993369,0.44150992208231093
Apoa1,Apolipoprotein A-I,9.900996355740988,15.80699357890276,16.628521451229098,19.443257997402103,10.190984409437963,12.853994967321874,2.9529986115808864,15.420921286023054,3.8725413925817893
Rbp4,Retinol-binding protein 4,0.7408836176904333,0.5651917941049066,0.3557205715387139,0.5292052772191438,2.8404126674722523,0.65303770589767,0.08784591179276335,1.2417795054100367,1.132620920964596
Serpina1d,Alpha-1-antitrypsin 1-4,22.768146488099614,28.632220591616324,13.618356125734879,21.79070376455034,8.062360438771554,25.700183539857967,2.932037051758355,14.490473443018926,5.638397767625349
Serpina1e,Alpha-1-antitrypsin 1-5,10.127009401804237,4.609226776164062,6.5066496843691475,11.323474897305067,0.8638574378781073,7.36811808898415,2.7588913128200874,6.231327339850773,4.274556596453847
Yy1,Transcriptional repressor protein YY1,0.5737937557039782,0.7699891100471302,0.9086082013640662,0.7098857805251971,,0.6718914328755542,0.09809767717157603,0.8092469909446316,0.09936121041943452
Hnrnpul2,Heterogeneous nuclear ribonucleoprotein U-like protein 2,6.2721816464397575,6.186281049667163,6.37553408263902,6.403717370711371,1.405506259257829,6.22923134805346,0.04295029838629727,4.728252570869406,2.3495646210774033
Creb1,Isoform 2 of Cyclic AMP-responsive element-binding protein 1,0.45079060896864603,0.6690139542073099,0.9561962687268185,0.7572573136739877,1.1589060248199048,0.559902281587978,0.10911167261933194,0.9574532024069037,0.16397480843715226
Col1a2,Collagen alpha-2(I) chain,3.6593602504746277,6.048788423026642,3.669443435915122,5.3831533941554826,0.221823706006824,4.854074336750635,1.1947140862760073,3.0914735120258094,2.1463718165207144
Hmgcr,3-hydroxy-3-methylglutaryl-coenzyme A reductase,,1.2597687817160692,,1.2190587174435983,,1.2597687817160692,0.0,1.2190587174435983,0.0
Egfr,Epidermal growth factor receptor,0.7503201874141802,1.03016321295838,0.6595682093210645,0.812254371421781,,0.8902417001862801,0.1399215127720999,0.7359112903714228,0.07634308105035825
